"TIME_IK";"hour";"minute";"ampm";"TRUNC_TIME"
"0000";0;0;"AM";"00:00:00"
"0001";0;1;"AM";"00:01:00"
"0002";0;2;"AM";"00:02:00"
"0003";0;3;"AM";"00:03:00"
"0004";0;4;"AM";"00:04:00"
"0005";0;5;"AM";"00:05:00"
"0006";0;6;"AM";"00:06:00"
"0007";0;7;"AM";"00:07:00"
"0008";0;8;"AM";"00:08:00"
"0009";0;9;"AM";"00:09:00"
"0010";0;10;"AM";"00:10:00"
"0011";0;11;"AM";"00:11:00"
"0012";0;12;"AM";"00:12:00"
"0013";0;13;"AM";"00:13:00"
"0014";0;14;"AM";"00:14:00"
"0015";0;15;"AM";"00:15:00"
"0016";0;16;"AM";"00:16:00"
"0017";0;17;"AM";"00:17:00"
"0018";0;18;"AM";"00:18:00"
"0019";0;19;"AM";"00:19:00"
"0020";0;20;"AM";"00:20:00"
"0021";0;21;"AM";"00:21:00"
"0022";0;22;"AM";"00:22:00"
"0023";0;23;"AM";"00:23:00"
"0024";0;24;"AM";"00:24:00"
"0025";0;25;"AM";"00:25:00"
"0026";0;26;"AM";"00:26:00"
"0027";0;27;"AM";"00:27:00"
"0028";0;28;"AM";"00:28:00"
"0029";0;29;"AM";"00:29:00"
"0030";0;30;"AM";"00:30:00"
"0031";0;31;"AM";"00:31:00"
"0032";0;32;"AM";"00:32:00"
"0033";0;33;"AM";"00:33:00"
"0034";0;34;"AM";"00:34:00"
"0035";0;35;"AM";"00:35:00"
"0036";0;36;"AM";"00:36:00"
"0037";0;37;"AM";"00:37:00"
"0038";0;38;"AM";"00:38:00"
"0039";0;39;"AM";"00:39:00"
"0040";0;40;"AM";"00:40:00"
"0041";0;41;"AM";"00:41:00"
"0042";0;42;"AM";"00:42:00"
"0043";0;43;"AM";"00:43:00"
"0044";0;44;"AM";"00:44:00"
"0045";0;45;"AM";"00:45:00"
"0046";0;46;"AM";"00:46:00"
"0047";0;47;"AM";"00:47:00"
"0048";0;48;"AM";"00:48:00"
"0049";0;49;"AM";"00:49:00"
"0050";0;50;"AM";"00:50:00"
"0051";0;51;"AM";"00:51:00"
"0052";0;52;"AM";"00:52:00"
"0053";0;53;"AM";"00:53:00"
"0054";0;54;"AM";"00:54:00"
"0055";0;55;"AM";"00:55:00"
"0056";0;56;"AM";"00:56:00"
"0057";0;57;"AM";"00:57:00"
"0058";0;58;"AM";"00:58:00"
"0059";0;59;"AM";"00:59:00"
"0100";1;0;"AM";"01:00:00"
"0101";1;1;"AM";"01:01:00"
"0102";1;2;"AM";"01:02:00"
"0103";1;3;"AM";"01:03:00"
"0104";1;4;"AM";"01:04:00"
"0105";1;5;"AM";"01:05:00"
"0106";1;6;"AM";"01:06:00"
"0107";1;7;"AM";"01:07:00"
"0108";1;8;"AM";"01:08:00"
"0109";1;9;"AM";"01:09:00"
"0110";1;10;"AM";"01:10:00"
"0111";1;11;"AM";"01:11:00"
"0112";1;12;"AM";"01:12:00"
"0113";1;13;"AM";"01:13:00"
"0114";1;14;"AM";"01:14:00"
"0115";1;15;"AM";"01:15:00"
"0116";1;16;"AM";"01:16:00"
"0117";1;17;"AM";"01:17:00"
"0118";1;18;"AM";"01:18:00"
"0119";1;19;"AM";"01:19:00"
"0120";1;20;"AM";"01:20:00"
"0121";1;21;"AM";"01:21:00"
"0122";1;22;"AM";"01:22:00"
"0123";1;23;"AM";"01:23:00"
"0124";1;24;"AM";"01:24:00"
"0125";1;25;"AM";"01:25:00"
"0126";1;26;"AM";"01:26:00"
"0127";1;27;"AM";"01:27:00"
"0128";1;28;"AM";"01:28:00"
"0129";1;29;"AM";"01:29:00"
"0130";1;30;"AM";"01:30:00"
"0131";1;31;"AM";"01:31:00"
"0132";1;32;"AM";"01:32:00"
"0133";1;33;"AM";"01:33:00"
"0134";1;34;"AM";"01:34:00"
"0135";1;35;"AM";"01:35:00"
"0136";1;36;"AM";"01:36:00"
"0137";1;37;"AM";"01:37:00"
"0138";1;38;"AM";"01:38:00"
"0139";1;39;"AM";"01:39:00"
"0140";1;40;"AM";"01:40:00"
"0141";1;41;"AM";"01:41:00"
"0142";1;42;"AM";"01:42:00"
"0143";1;43;"AM";"01:43:00"
"0144";1;44;"AM";"01:44:00"
"0145";1;45;"AM";"01:45:00"
"0146";1;46;"AM";"01:46:00"
"0147";1;47;"AM";"01:47:00"
"0148";1;48;"AM";"01:48:00"
"0149";1;49;"AM";"01:49:00"
"0150";1;50;"AM";"01:50:00"
"0151";1;51;"AM";"01:51:00"
"0152";1;52;"AM";"01:52:00"
"0153";1;53;"AM";"01:53:00"
"0154";1;54;"AM";"01:54:00"
"0155";1;55;"AM";"01:55:00"
"0156";1;56;"AM";"01:56:00"
"0157";1;57;"AM";"01:57:00"
"0158";1;58;"AM";"01:58:00"
"0159";1;59;"AM";"01:59:00"
"0200";2;0;"AM";"02:00:00"
"0201";2;1;"AM";"02:01:00"
"0202";2;2;"AM";"02:02:00"
"0203";2;3;"AM";"02:03:00"
"0204";2;4;"AM";"02:04:00"
"0205";2;5;"AM";"02:05:00"
"0206";2;6;"AM";"02:06:00"
"0207";2;7;"AM";"02:07:00"
"0208";2;8;"AM";"02:08:00"
"0209";2;9;"AM";"02:09:00"
"0210";2;10;"AM";"02:10:00"
"0211";2;11;"AM";"02:11:00"
"0212";2;12;"AM";"02:12:00"
"0213";2;13;"AM";"02:13:00"
"0214";2;14;"AM";"02:14:00"
"0215";2;15;"AM";"02:15:00"
"0216";2;16;"AM";"02:16:00"
"0217";2;17;"AM";"02:17:00"
"0218";2;18;"AM";"02:18:00"
"0219";2;19;"AM";"02:19:00"
"0220";2;20;"AM";"02:20:00"
"0221";2;21;"AM";"02:21:00"
"0222";2;22;"AM";"02:22:00"
"0223";2;23;"AM";"02:23:00"
"0224";2;24;"AM";"02:24:00"
"0225";2;25;"AM";"02:25:00"
"0226";2;26;"AM";"02:26:00"
"0227";2;27;"AM";"02:27:00"
"0228";2;28;"AM";"02:28:00"
"0229";2;29;"AM";"02:29:00"
"0230";2;30;"AM";"02:30:00"
"0231";2;31;"AM";"02:31:00"
"0232";2;32;"AM";"02:32:00"
"0233";2;33;"AM";"02:33:00"
"0234";2;34;"AM";"02:34:00"
"0235";2;35;"AM";"02:35:00"
"0236";2;36;"AM";"02:36:00"
"0237";2;37;"AM";"02:37:00"
"0238";2;38;"AM";"02:38:00"
"0239";2;39;"AM";"02:39:00"
"0240";2;40;"AM";"02:40:00"
"0241";2;41;"AM";"02:41:00"
"0242";2;42;"AM";"02:42:00"
"0243";2;43;"AM";"02:43:00"
"0244";2;44;"AM";"02:44:00"
"0245";2;45;"AM";"02:45:00"
"0246";2;46;"AM";"02:46:00"
"0247";2;47;"AM";"02:47:00"
"0248";2;48;"AM";"02:48:00"
"0249";2;49;"AM";"02:49:00"
"0250";2;50;"AM";"02:50:00"
"0251";2;51;"AM";"02:51:00"
"0252";2;52;"AM";"02:52:00"
"0253";2;53;"AM";"02:53:00"
"0254";2;54;"AM";"02:54:00"
"0255";2;55;"AM";"02:55:00"
"0256";2;56;"AM";"02:56:00"
"0257";2;57;"AM";"02:57:00"
"0258";2;58;"AM";"02:58:00"
"0259";2;59;"AM";"02:59:00"
"0300";3;0;"AM";"03:00:00"
"0301";3;1;"AM";"03:01:00"
"0302";3;2;"AM";"03:02:00"
"0303";3;3;"AM";"03:03:00"
"0304";3;4;"AM";"03:04:00"
"0305";3;5;"AM";"03:05:00"
"0306";3;6;"AM";"03:06:00"
"0307";3;7;"AM";"03:07:00"
"0308";3;8;"AM";"03:08:00"
"0309";3;9;"AM";"03:09:00"
"0310";3;10;"AM";"03:10:00"
"0311";3;11;"AM";"03:11:00"
"0312";3;12;"AM";"03:12:00"
"0313";3;13;"AM";"03:13:00"
"0314";3;14;"AM";"03:14:00"
"0315";3;15;"AM";"03:15:00"
"0316";3;16;"AM";"03:16:00"
"0317";3;17;"AM";"03:17:00"
"0318";3;18;"AM";"03:18:00"
"0319";3;19;"AM";"03:19:00"
"0320";3;20;"AM";"03:20:00"
"0321";3;21;"AM";"03:21:00"
"0322";3;22;"AM";"03:22:00"
"0323";3;23;"AM";"03:23:00"
"0324";3;24;"AM";"03:24:00"
"0325";3;25;"AM";"03:25:00"
"0326";3;26;"AM";"03:26:00"
"0327";3;27;"AM";"03:27:00"
"0328";3;28;"AM";"03:28:00"
"0329";3;29;"AM";"03:29:00"
"0330";3;30;"AM";"03:30:00"
"0331";3;31;"AM";"03:31:00"
"0332";3;32;"AM";"03:32:00"
"0333";3;33;"AM";"03:33:00"
"0334";3;34;"AM";"03:34:00"
"0335";3;35;"AM";"03:35:00"
"0336";3;36;"AM";"03:36:00"
"0337";3;37;"AM";"03:37:00"
"0338";3;38;"AM";"03:38:00"
"0339";3;39;"AM";"03:39:00"
"0340";3;40;"AM";"03:40:00"
"0341";3;41;"AM";"03:41:00"
"0342";3;42;"AM";"03:42:00"
"0343";3;43;"AM";"03:43:00"
"0344";3;44;"AM";"03:44:00"
"0345";3;45;"AM";"03:45:00"
"0346";3;46;"AM";"03:46:00"
"0347";3;47;"AM";"03:47:00"
"0348";3;48;"AM";"03:48:00"
"0349";3;49;"AM";"03:49:00"
"0350";3;50;"AM";"03:50:00"
"0351";3;51;"AM";"03:51:00"
"0352";3;52;"AM";"03:52:00"
"0353";3;53;"AM";"03:53:00"
"0354";3;54;"AM";"03:54:00"
"0355";3;55;"AM";"03:55:00"
"0356";3;56;"AM";"03:56:00"
"0357";3;57;"AM";"03:57:00"
"0358";3;58;"AM";"03:58:00"
"0359";3;59;"AM";"03:59:00"
"0400";4;0;"AM";"04:00:00"
"0401";4;1;"AM";"04:01:00"
"0402";4;2;"AM";"04:02:00"
"0403";4;3;"AM";"04:03:00"
"0404";4;4;"AM";"04:04:00"
"0405";4;5;"AM";"04:05:00"
"0406";4;6;"AM";"04:06:00"
"0407";4;7;"AM";"04:07:00"
"0408";4;8;"AM";"04:08:00"
"0409";4;9;"AM";"04:09:00"
"0410";4;10;"AM";"04:10:00"
"0411";4;11;"AM";"04:11:00"
"0412";4;12;"AM";"04:12:00"
"0413";4;13;"AM";"04:13:00"
"0414";4;14;"AM";"04:14:00"
"0415";4;15;"AM";"04:15:00"
"0416";4;16;"AM";"04:16:00"
"0417";4;17;"AM";"04:17:00"
"0418";4;18;"AM";"04:18:00"
"0419";4;19;"AM";"04:19:00"
"0420";4;20;"AM";"04:20:00"
"0421";4;21;"AM";"04:21:00"
"0422";4;22;"AM";"04:22:00"
"0423";4;23;"AM";"04:23:00"
"0424";4;24;"AM";"04:24:00"
"0425";4;25;"AM";"04:25:00"
"0426";4;26;"AM";"04:26:00"
"0427";4;27;"AM";"04:27:00"
"0428";4;28;"AM";"04:28:00"
"0429";4;29;"AM";"04:29:00"
"0430";4;30;"AM";"04:30:00"
"0431";4;31;"AM";"04:31:00"
"0432";4;32;"AM";"04:32:00"
"0433";4;33;"AM";"04:33:00"
"0434";4;34;"AM";"04:34:00"
"0435";4;35;"AM";"04:35:00"
"0436";4;36;"AM";"04:36:00"
"0437";4;37;"AM";"04:37:00"
"0438";4;38;"AM";"04:38:00"
"0439";4;39;"AM";"04:39:00"
"0440";4;40;"AM";"04:40:00"
"0441";4;41;"AM";"04:41:00"
"0442";4;42;"AM";"04:42:00"
"0443";4;43;"AM";"04:43:00"
"0444";4;44;"AM";"04:44:00"
"0445";4;45;"AM";"04:45:00"
"0446";4;46;"AM";"04:46:00"
"0447";4;47;"AM";"04:47:00"
"0448";4;48;"AM";"04:48:00"
"0449";4;49;"AM";"04:49:00"
"0450";4;50;"AM";"04:50:00"
"0451";4;51;"AM";"04:51:00"
"0452";4;52;"AM";"04:52:00"
"0453";4;53;"AM";"04:53:00"
"0454";4;54;"AM";"04:54:00"
"0455";4;55;"AM";"04:55:00"
"0456";4;56;"AM";"04:56:00"
"0457";4;57;"AM";"04:57:00"
"0458";4;58;"AM";"04:58:00"
"0459";4;59;"AM";"04:59:00"
"0500";5;0;"AM";"05:00:00"
"0501";5;1;"AM";"05:01:00"
"0502";5;2;"AM";"05:02:00"
"0503";5;3;"AM";"05:03:00"
"0504";5;4;"AM";"05:04:00"
"0505";5;5;"AM";"05:05:00"
"0506";5;6;"AM";"05:06:00"
"0507";5;7;"AM";"05:07:00"
"0508";5;8;"AM";"05:08:00"
"0509";5;9;"AM";"05:09:00"
"0510";5;10;"AM";"05:10:00"
"0511";5;11;"AM";"05:11:00"
"0512";5;12;"AM";"05:12:00"
"0513";5;13;"AM";"05:13:00"
"0514";5;14;"AM";"05:14:00"
"0515";5;15;"AM";"05:15:00"
"0516";5;16;"AM";"05:16:00"
"0517";5;17;"AM";"05:17:00"
"0518";5;18;"AM";"05:18:00"
"0519";5;19;"AM";"05:19:00"
"0520";5;20;"AM";"05:20:00"
"0521";5;21;"AM";"05:21:00"
"0522";5;22;"AM";"05:22:00"
"0523";5;23;"AM";"05:23:00"
"0524";5;24;"AM";"05:24:00"
"0525";5;25;"AM";"05:25:00"
"0526";5;26;"AM";"05:26:00"
"0527";5;27;"AM";"05:27:00"
"0528";5;28;"AM";"05:28:00"
"0529";5;29;"AM";"05:29:00"
"0530";5;30;"AM";"05:30:00"
"0531";5;31;"AM";"05:31:00"
"0532";5;32;"AM";"05:32:00"
"0533";5;33;"AM";"05:33:00"
"0534";5;34;"AM";"05:34:00"
"0535";5;35;"AM";"05:35:00"
"0536";5;36;"AM";"05:36:00"
"0537";5;37;"AM";"05:37:00"
"0538";5;38;"AM";"05:38:00"
"0539";5;39;"AM";"05:39:00"
"0540";5;40;"AM";"05:40:00"
"0541";5;41;"AM";"05:41:00"
"0542";5;42;"AM";"05:42:00"
"0543";5;43;"AM";"05:43:00"
"0544";5;44;"AM";"05:44:00"
"0545";5;45;"AM";"05:45:00"
"0546";5;46;"AM";"05:46:00"
"0547";5;47;"AM";"05:47:00"
"0548";5;48;"AM";"05:48:00"
"0549";5;49;"AM";"05:49:00"
"0550";5;50;"AM";"05:50:00"
"0551";5;51;"AM";"05:51:00"
"0552";5;52;"AM";"05:52:00"
"0553";5;53;"AM";"05:53:00"
"0554";5;54;"AM";"05:54:00"
"0555";5;55;"AM";"05:55:00"
"0556";5;56;"AM";"05:56:00"
"0557";5;57;"AM";"05:57:00"
"0558";5;58;"AM";"05:58:00"
"0559";5;59;"AM";"05:59:00"
"0600";6;0;"AM";"06:00:00"
"0601";6;1;"AM";"06:01:00"
"0602";6;2;"AM";"06:02:00"
"0603";6;3;"AM";"06:03:00"
"0604";6;4;"AM";"06:04:00"
"0605";6;5;"AM";"06:05:00"
"0606";6;6;"AM";"06:06:00"
"0607";6;7;"AM";"06:07:00"
"0608";6;8;"AM";"06:08:00"
"0609";6;9;"AM";"06:09:00"
"0610";6;10;"AM";"06:10:00"
"0611";6;11;"AM";"06:11:00"
"0612";6;12;"AM";"06:12:00"
"0613";6;13;"AM";"06:13:00"
"0614";6;14;"AM";"06:14:00"
"0615";6;15;"AM";"06:15:00"
"0616";6;16;"AM";"06:16:00"
"0617";6;17;"AM";"06:17:00"
"0618";6;18;"AM";"06:18:00"
"0619";6;19;"AM";"06:19:00"
"0620";6;20;"AM";"06:20:00"
"0621";6;21;"AM";"06:21:00"
"0622";6;22;"AM";"06:22:00"
"0623";6;23;"AM";"06:23:00"
"0624";6;24;"AM";"06:24:00"
"0625";6;25;"AM";"06:25:00"
"0626";6;26;"AM";"06:26:00"
"0627";6;27;"AM";"06:27:00"
"0628";6;28;"AM";"06:28:00"
"0629";6;29;"AM";"06:29:00"
"0630";6;30;"AM";"06:30:00"
"0631";6;31;"AM";"06:31:00"
"0632";6;32;"AM";"06:32:00"
"0633";6;33;"AM";"06:33:00"
"0634";6;34;"AM";"06:34:00"
"0635";6;35;"AM";"06:35:00"
"0636";6;36;"AM";"06:36:00"
"0637";6;37;"AM";"06:37:00"
"0638";6;38;"AM";"06:38:00"
"0639";6;39;"AM";"06:39:00"
"0640";6;40;"AM";"06:40:00"
"0641";6;41;"AM";"06:41:00"
"0642";6;42;"AM";"06:42:00"
"0643";6;43;"AM";"06:43:00"
"0644";6;44;"AM";"06:44:00"
"0645";6;45;"AM";"06:45:00"
"0646";6;46;"AM";"06:46:00"
"0647";6;47;"AM";"06:47:00"
"0648";6;48;"AM";"06:48:00"
"0649";6;49;"AM";"06:49:00"
"0650";6;50;"AM";"06:50:00"
"0651";6;51;"AM";"06:51:00"
"0652";6;52;"AM";"06:52:00"
"0653";6;53;"AM";"06:53:00"
"0654";6;54;"AM";"06:54:00"
"0655";6;55;"AM";"06:55:00"
"0656";6;56;"AM";"06:56:00"
"0657";6;57;"AM";"06:57:00"
"0658";6;58;"AM";"06:58:00"
"0659";6;59;"AM";"06:59:00"
"0700";7;0;"AM";"07:00:00"
"0701";7;1;"AM";"07:01:00"
"0702";7;2;"AM";"07:02:00"
"0703";7;3;"AM";"07:03:00"
"0704";7;4;"AM";"07:04:00"
"0705";7;5;"AM";"07:05:00"
"0706";7;6;"AM";"07:06:00"
"0707";7;7;"AM";"07:07:00"
"0708";7;8;"AM";"07:08:00"
"0709";7;9;"AM";"07:09:00"
"0710";7;10;"AM";"07:10:00"
"0711";7;11;"AM";"07:11:00"
"0712";7;12;"AM";"07:12:00"
"0713";7;13;"AM";"07:13:00"
"0714";7;14;"AM";"07:14:00"
"0715";7;15;"AM";"07:15:00"
"0716";7;16;"AM";"07:16:00"
"0717";7;17;"AM";"07:17:00"
"0718";7;18;"AM";"07:18:00"
"0719";7;19;"AM";"07:19:00"
"0720";7;20;"AM";"07:20:00"
"0721";7;21;"AM";"07:21:00"
"0722";7;22;"AM";"07:22:00"
"0723";7;23;"AM";"07:23:00"
"0724";7;24;"AM";"07:24:00"
"0725";7;25;"AM";"07:25:00"
"0726";7;26;"AM";"07:26:00"
"0727";7;27;"AM";"07:27:00"
"0728";7;28;"AM";"07:28:00"
"0729";7;29;"AM";"07:29:00"
"0730";7;30;"AM";"07:30:00"
"0731";7;31;"AM";"07:31:00"
"0732";7;32;"AM";"07:32:00"
"0733";7;33;"AM";"07:33:00"
"0734";7;34;"AM";"07:34:00"
"0735";7;35;"AM";"07:35:00"
"0736";7;36;"AM";"07:36:00"
"0737";7;37;"AM";"07:37:00"
"0738";7;38;"AM";"07:38:00"
"0739";7;39;"AM";"07:39:00"
"0740";7;40;"AM";"07:40:00"
"0741";7;41;"AM";"07:41:00"
"0742";7;42;"AM";"07:42:00"
"0743";7;43;"AM";"07:43:00"
"0744";7;44;"AM";"07:44:00"
"0745";7;45;"AM";"07:45:00"
"0746";7;46;"AM";"07:46:00"
"0747";7;47;"AM";"07:47:00"
"0748";7;48;"AM";"07:48:00"
"0749";7;49;"AM";"07:49:00"
"0750";7;50;"AM";"07:50:00"
"0751";7;51;"AM";"07:51:00"
"0752";7;52;"AM";"07:52:00"
"0753";7;53;"AM";"07:53:00"
"0754";7;54;"AM";"07:54:00"
"0755";7;55;"AM";"07:55:00"
"0756";7;56;"AM";"07:56:00"
"0757";7;57;"AM";"07:57:00"
"0758";7;58;"AM";"07:58:00"
"0759";7;59;"AM";"07:59:00"
"0800";8;0;"AM";"08:00:00"
"0801";8;1;"AM";"08:01:00"
"0802";8;2;"AM";"08:02:00"
"0803";8;3;"AM";"08:03:00"
"0804";8;4;"AM";"08:04:00"
"0805";8;5;"AM";"08:05:00"
"0806";8;6;"AM";"08:06:00"
"0807";8;7;"AM";"08:07:00"
"0808";8;8;"AM";"08:08:00"
