"TIME_IK";"hour";"minute";"ampm";"TRUNC_TIME"
"1606";16;6;"PM";"16:06:00"
"1607";16;7;"PM";"16:07:00"
"1608";16;8;"PM";"16:08:00"
"1609";16;9;"PM";"16:09:00"
"1610";16;10;"PM";"16:10:00"
"1611";16;11;"PM";"16:11:00"
"1612";16;12;"PM";"16:12:00"
"1613";16;13;"PM";"16:13:00"
"1614";16;14;"PM";"16:14:00"
"1615";16;15;"PM";"16:15:00"
"1616";16;16;"PM";"16:16:00"
"1617";16;17;"PM";"16:17:00"
"1618";16;18;"PM";"16:18:00"
"1619";16;19;"PM";"16:19:00"
"1620";16;20;"PM";"16:20:00"
"1621";16;21;"PM";"16:21:00"
"1622";16;22;"PM";"16:22:00"
"1623";16;23;"PM";"16:23:00"
"1624";16;24;"PM";"16:24:00"
"1625";16;25;"PM";"16:25:00"
"1626";16;26;"PM";"16:26:00"
"1627";16;27;"PM";"16:27:00"
"1628";16;28;"PM";"16:28:00"
"1629";16;29;"PM";"16:29:00"
"1630";16;30;"PM";"16:30:00"
"1631";16;31;"PM";"16:31:00"
"1632";16;32;"PM";"16:32:00"
"1633";16;33;"PM";"16:33:00"
"1634";16;34;"PM";"16:34:00"
"1635";16;35;"PM";"16:35:00"
"1636";16;36;"PM";"16:36:00"
"1637";16;37;"PM";"16:37:00"
"1638";16;38;"PM";"16:38:00"
"1639";16;39;"PM";"16:39:00"
"1640";16;40;"PM";"16:40:00"
"1641";16;41;"PM";"16:41:00"
"1642";16;42;"PM";"16:42:00"
"1643";16;43;"PM";"16:43:00"
"1644";16;44;"PM";"16:44:00"
"1645";16;45;"PM";"16:45:00"
"1646";16;46;"PM";"16:46:00"
"1647";16;47;"PM";"16:47:00"
"1648";16;48;"PM";"16:48:00"
"1649";16;49;"PM";"16:49:00"
"1650";16;50;"PM";"16:50:00"
"1651";16;51;"PM";"16:51:00"
"1652";16;52;"PM";"16:52:00"
"1653";16;53;"PM";"16:53:00"
"1654";16;54;"PM";"16:54:00"
"1655";16;55;"PM";"16:55:00"
"1656";16;56;"PM";"16:56:00"
"1657";16;57;"PM";"16:57:00"
"1658";16;58;"PM";"16:58:00"
"1659";16;59;"PM";"16:59:00"
"1700";17;0;"PM";"17:00:00"
"1701";17;1;"PM";"17:01:00"
"1702";17;2;"PM";"17:02:00"
"1703";17;3;"PM";"17:03:00"
"1704";17;4;"PM";"17:04:00"
"1705";17;5;"PM";"17:05:00"
"1706";17;6;"PM";"17:06:00"
"1707";17;7;"PM";"17:07:00"
"1708";17;8;"PM";"17:08:00"
"1709";17;9;"PM";"17:09:00"
"1710";17;10;"PM";"17:10:00"
"1711";17;11;"PM";"17:11:00"
"1712";17;12;"PM";"17:12:00"
"1713";17;13;"PM";"17:13:00"
"1714";17;14;"PM";"17:14:00"
"1715";17;15;"PM";"17:15:00"
"1716";17;16;"PM";"17:16:00"
"1717";17;17;"PM";"17:17:00"
"1718";17;18;"PM";"17:18:00"
"1719";17;19;"PM";"17:19:00"
"1720";17;20;"PM";"17:20:00"
"1721";17;21;"PM";"17:21:00"
"1722";17;22;"PM";"17:22:00"
"1723";17;23;"PM";"17:23:00"
"1724";17;24;"PM";"17:24:00"
"1725";17;25;"PM";"17:25:00"
"1726";17;26;"PM";"17:26:00"
"1727";17;27;"PM";"17:27:00"
"1728";17;28;"PM";"17:28:00"
"1729";17;29;"PM";"17:29:00"
"1730";17;30;"PM";"17:30:00"
"1731";17;31;"PM";"17:31:00"
"1732";17;32;"PM";"17:32:00"
"1733";17;33;"PM";"17:33:00"
"1734";17;34;"PM";"17:34:00"
"1735";17;35;"PM";"17:35:00"
"1736";17;36;"PM";"17:36:00"
"1737";17;37;"PM";"17:37:00"
"1738";17;38;"PM";"17:38:00"
"1739";17;39;"PM";"17:39:00"
"1740";17;40;"PM";"17:40:00"
"1741";17;41;"PM";"17:41:00"
"1742";17;42;"PM";"17:42:00"
"1743";17;43;"PM";"17:43:00"
"1744";17;44;"PM";"17:44:00"
"1745";17;45;"PM";"17:45:00"
"1746";17;46;"PM";"17:46:00"
"1747";17;47;"PM";"17:47:00"
"1748";17;48;"PM";"17:48:00"
"1749";17;49;"PM";"17:49:00"
"1750";17;50;"PM";"17:50:00"
"1751";17;51;"PM";"17:51:00"
"1752";17;52;"PM";"17:52:00"
"1753";17;53;"PM";"17:53:00"
"1754";17;54;"PM";"17:54:00"
"1755";17;55;"PM";"17:55:00"
"1756";17;56;"PM";"17:56:00"
"1757";17;57;"PM";"17:57:00"
"1758";17;58;"PM";"17:58:00"
"1759";17;59;"PM";"17:59:00"
"1800";18;0;"PM";"18:00:00"
"1801";18;1;"PM";"18:01:00"
"1802";18;2;"PM";"18:02:00"
"1803";18;3;"PM";"18:03:00"
"1804";18;4;"PM";"18:04:00"
"1805";18;5;"PM";"18:05:00"
"1806";18;6;"PM";"18:06:00"
"1807";18;7;"PM";"18:07:00"
"1808";18;8;"PM";"18:08:00"
"1809";18;9;"PM";"18:09:00"
"1810";18;10;"PM";"18:10:00"
"1811";18;11;"PM";"18:11:00"
"1812";18;12;"PM";"18:12:00"
"1813";18;13;"PM";"18:13:00"
"1814";18;14;"PM";"18:14:00"
"1815";18;15;"PM";"18:15:00"
"1816";18;16;"PM";"18:16:00"
"1817";18;17;"PM";"18:17:00"
"1818";18;18;"PM";"18:18:00"
"1819";18;19;"PM";"18:19:00"
"1820";18;20;"PM";"18:20:00"
"1821";18;21;"PM";"18:21:00"
"1822";18;22;"PM";"18:22:00"
"1823";18;23;"PM";"18:23:00"
"1824";18;24;"PM";"18:24:00"
"1825";18;25;"PM";"18:25:00"
"1826";18;26;"PM";"18:26:00"
"1827";18;27;"PM";"18:27:00"
"1828";18;28;"PM";"18:28:00"
"1829";18;29;"PM";"18:29:00"
"1830";18;30;"PM";"18:30:00"
"1831";18;31;"PM";"18:31:00"
"1832";18;32;"PM";"18:32:00"
"1833";18;33;"PM";"18:33:00"
"1834";18;34;"PM";"18:34:00"
"1835";18;35;"PM";"18:35:00"
"1836";18;36;"PM";"18:36:00"
"1837";18;37;"PM";"18:37:00"
"1838";18;38;"PM";"18:38:00"
"1839";18;39;"PM";"18:39:00"
"1840";18;40;"PM";"18:40:00"
"1841";18;41;"PM";"18:41:00"
"1842";18;42;"PM";"18:42:00"
"1843";18;43;"PM";"18:43:00"
"1844";18;44;"PM";"18:44:00"
"1845";18;45;"PM";"18:45:00"
"1846";18;46;"PM";"18:46:00"
"1847";18;47;"PM";"18:47:00"
"1848";18;48;"PM";"18:48:00"
"1849";18;49;"PM";"18:49:00"
"1850";18;50;"PM";"18:50:00"
"1851";18;51;"PM";"18:51:00"
"1852";18;52;"PM";"18:52:00"
"1853";18;53;"PM";"18:53:00"
"1854";18;54;"PM";"18:54:00"
"1855";18;55;"PM";"18:55:00"
"1856";18;56;"PM";"18:56:00"
"1857";18;57;"PM";"18:57:00"
"1858";18;58;"PM";"18:58:00"
"1859";18;59;"PM";"18:59:00"
"1900";19;0;"PM";"19:00:00"
"1901";19;1;"PM";"19:01:00"
"1902";19;2;"PM";"19:02:00"
"1903";19;3;"PM";"19:03:00"
"1904";19;4;"PM";"19:04:00"
"1905";19;5;"PM";"19:05:00"
"1906";19;6;"PM";"19:06:00"
"1907";19;7;"PM";"19:07:00"
"1908";19;8;"PM";"19:08:00"
"1909";19;9;"PM";"19:09:00"
"1910";19;10;"PM";"19:10:00"
"1911";19;11;"PM";"19:11:00"
"1912";19;12;"PM";"19:12:00"
"1913";19;13;"PM";"19:13:00"
"1914";19;14;"PM";"19:14:00"
"1915";19;15;"PM";"19:15:00"
"1916";19;16;"PM";"19:16:00"
"1917";19;17;"PM";"19:17:00"
"1918";19;18;"PM";"19:18:00"
"1919";19;19;"PM";"19:19:00"
"1920";19;20;"PM";"19:20:00"
"1921";19;21;"PM";"19:21:00"
"1922";19;22;"PM";"19:22:00"
"1923";19;23;"PM";"19:23:00"
"1924";19;24;"PM";"19:24:00"
"1925";19;25;"PM";"19:25:00"
"1926";19;26;"PM";"19:26:00"
"1927";19;27;"PM";"19:27:00"
"1928";19;28;"PM";"19:28:00"
"1929";19;29;"PM";"19:29:00"
"1930";19;30;"PM";"19:30:00"
"1931";19;31;"PM";"19:31:00"
"1932";19;32;"PM";"19:32:00"
"1933";19;33;"PM";"19:33:00"
"1934";19;34;"PM";"19:34:00"
"1935";19;35;"PM";"19:35:00"
"1936";19;36;"PM";"19:36:00"
"1937";19;37;"PM";"19:37:00"
"1938";19;38;"PM";"19:38:00"
"1939";19;39;"PM";"19:39:00"
"1940";19;40;"PM";"19:40:00"
"1941";19;41;"PM";"19:41:00"
"1942";19;42;"PM";"19:42:00"
"1943";19;43;"PM";"19:43:00"
"1944";19;44;"PM";"19:44:00"
"1945";19;45;"PM";"19:45:00"
"1946";19;46;"PM";"19:46:00"
"1947";19;47;"PM";"19:47:00"
"1948";19;48;"PM";"19:48:00"
"1949";19;49;"PM";"19:49:00"
"1950";19;50;"PM";"19:50:00"
"1951";19;51;"PM";"19:51:00"
"1952";19;52;"PM";"19:52:00"
"1953";19;53;"PM";"19:53:00"
"1954";19;54;"PM";"19:54:00"
"1955";19;55;"PM";"19:55:00"
"1956";19;56;"PM";"19:56:00"
"1957";19;57;"PM";"19:57:00"
"1958";19;58;"PM";"19:58:00"
"1959";19;59;"PM";"19:59:00"
"2000";20;0;"PM";"20:00:00"
"2001";20;1;"PM";"20:01:00"
"2002";20;2;"PM";"20:02:00"
"2003";20;3;"PM";"20:03:00"
"2004";20;4;"PM";"20:04:00"
"2005";20;5;"PM";"20:05:00"
"2006";20;6;"PM";"20:06:00"
"2007";20;7;"PM";"20:07:00"
"2008";20;8;"PM";"20:08:00"
"2009";20;9;"PM";"20:09:00"
"2010";20;10;"PM";"20:10:00"
"2011";20;11;"PM";"20:11:00"
"2012";20;12;"PM";"20:12:00"
"2013";20;13;"PM";"20:13:00"
"2014";20;14;"PM";"20:14:00"
"2015";20;15;"PM";"20:15:00"
"2016";20;16;"PM";"20:16:00"
"2017";20;17;"PM";"20:17:00"
"2018";20;18;"PM";"20:18:00"
"2019";20;19;"PM";"20:19:00"
"2020";20;20;"PM";"20:20:00"
"2021";20;21;"PM";"20:21:00"
"2022";20;22;"PM";"20:22:00"
"2023";20;23;"PM";"20:23:00"
"2024";20;24;"PM";"20:24:00"
"2025";20;25;"PM";"20:25:00"
"2026";20;26;"PM";"20:26:00"
"2027";20;27;"PM";"20:27:00"
"2028";20;28;"PM";"20:28:00"
"2029";20;29;"PM";"20:29:00"
"2030";20;30;"PM";"20:30:00"
"2031";20;31;"PM";"20:31:00"
"2032";20;32;"PM";"20:32:00"
"2033";20;33;"PM";"20:33:00"
"2034";20;34;"PM";"20:34:00"
"2035";20;35;"PM";"20:35:00"
"2036";20;36;"PM";"20:36:00"
"2037";20;37;"PM";"20:37:00"
"2038";20;38;"PM";"20:38:00"
"2039";20;39;"PM";"20:39:00"
"2040";20;40;"PM";"20:40:00"
"2041";20;41;"PM";"20:41:00"
"2042";20;42;"PM";"20:42:00"
"2043";20;43;"PM";"20:43:00"
"2044";20;44;"PM";"20:44:00"
"2045";20;45;"PM";"20:45:00"
"2046";20;46;"PM";"20:46:00"
"2047";20;47;"PM";"20:47:00"
"2048";20;48;"PM";"20:48:00"
"2049";20;49;"PM";"20:49:00"
"2050";20;50;"PM";"20:50:00"
"2051";20;51;"PM";"20:51:00"
"2052";20;52;"PM";"20:52:00"
"2053";20;53;"PM";"20:53:00"
"2054";20;54;"PM";"20:54:00"
"2055";20;55;"PM";"20:55:00"
"2056";20;56;"PM";"20:56:00"
"2057";20;57;"PM";"20:57:00"
"2058";20;58;"PM";"20:58:00"
"2059";20;59;"PM";"20:59:00"
"2100";21;0;"PM";"21:00:00"
"2101";21;1;"PM";"21:01:00"
"2102";21;2;"PM";"21:02:00"
"2103";21;3;"PM";"21:03:00"
"2104";21;4;"PM";"21:04:00"
"2105";21;5;"PM";"21:05:00"
"2106";21;6;"PM";"21:06:00"
"2107";21;7;"PM";"21:07:00"
"2108";21;8;"PM";"21:08:00"
"2109";21;9;"PM";"21:09:00"
"2110";21;10;"PM";"21:10:00"
"2111";21;11;"PM";"21:11:00"
"2112";21;12;"PM";"21:12:00"
"2113";21;13;"PM";"21:13:00"
"2114";21;14;"PM";"21:14:00"
"2115";21;15;"PM";"21:15:00"
"2116";21;16;"PM";"21:16:00"
"2117";21;17;"PM";"21:17:00"
"2118";21;18;"PM";"21:18:00"
"2119";21;19;"PM";"21:19:00"
"2120";21;20;"PM";"21:20:00"
"2121";21;21;"PM";"21:21:00"
"2122";21;22;"PM";"21:22:00"
"2123";21;23;"PM";"21:23:00"
"2124";21;24;"PM";"21:24:00"
"2125";21;25;"PM";"21:25:00"
"2126";21;26;"PM";"21:26:00"
"2127";21;27;"PM";"21:27:00"
"2128";21;28;"PM";"21:28:00"
"2129";21;29;"PM";"21:29:00"
"2130";21;30;"PM";"21:30:00"
"2131";21;31;"PM";"21:31:00"
"2132";21;32;"PM";"21:32:00"
"2133";21;33;"PM";"21:33:00"
"2134";21;34;"PM";"21:34:00"
"2135";21;35;"PM";"21:35:00"
"2136";21;36;"PM";"21:36:00"
"2137";21;37;"PM";"21:37:00"
"2138";21;38;"PM";"21:38:00"
"2139";21;39;"PM";"21:39:00"
"2140";21;40;"PM";"21:40:00"
"2141";21;41;"PM";"21:41:00"
"2142";21;42;"PM";"21:42:00"
"2143";21;43;"PM";"21:43:00"
"2144";21;44;"PM";"21:44:00"
"2145";21;45;"PM";"21:45:00"
"2146";21;46;"PM";"21:46:00"
"2147";21;47;"PM";"21:47:00"
"2148";21;48;"PM";"21:48:00"
"2149";21;49;"PM";"21:49:00"
"2150";21;50;"PM";"21:50:00"
"2151";21;51;"PM";"21:51:00"
"2152";21;52;"PM";"21:52:00"
"2153";21;53;"PM";"21:53:00"
"2154";21;54;"PM";"21:54:00"
"2155";21;55;"PM";"21:55:00"
"2156";21;56;"PM";"21:56:00"
"2157";21;57;"PM";"21:57:00"
"2158";21;58;"PM";"21:58:00"
"2159";21;59;"PM";"21:59:00"
"2200";22;0;"PM";"22:00:00"
"2201";22;1;"PM";"22:01:00"
"2202";22;2;"PM";"22:02:00"
"2203";22;3;"PM";"22:03:00"
"2204";22;4;"PM";"22:04:00"
"2205";22;5;"PM";"22:05:00"
"2206";22;6;"PM";"22:06:00"
"2207";22;7;"PM";"22:07:00"
"2208";22;8;"PM";"22:08:00"
"2209";22;9;"PM";"22:09:00"
"2210";22;10;"PM";"22:10:00"
"2211";22;11;"PM";"22:11:00"
"2212";22;12;"PM";"22:12:00"
"2213";22;13;"PM";"22:13:00"
"2214";22;14;"PM";"22:14:00"
"2215";22;15;"PM";"22:15:00"
"2216";22;16;"PM";"22:16:00"
"2217";22;17;"PM";"22:17:00"
"2218";22;18;"PM";"22:18:00"
"2219";22;19;"PM";"22:19:00"
"2220";22;20;"PM";"22:20:00"
"2221";22;21;"PM";"22:21:00"
"2222";22;22;"PM";"22:22:00"
"2223";22;23;"PM";"22:23:00"
"2224";22;24;"PM";"22:24:00"
"2225";22;25;"PM";"22:25:00"
"2226";22;26;"PM";"22:26:00"
"2227";22;27;"PM";"22:27:00"
"2228";22;28;"PM";"22:28:00"
"2229";22;29;"PM";"22:29:00"
"2230";22;30;"PM";"22:30:00"
"2231";22;31;"PM";"22:31:00"
"2232";22;32;"PM";"22:32:00"
"2233";22;33;"PM";"22:33:00"
"2234";22;34;"PM";"22:34:00"
"2235";22;35;"PM";"22:35:00"
"2236";22;36;"PM";"22:36:00"
"2237";22;37;"PM";"22:37:00"
"2238";22;38;"PM";"22:38:00"
"2239";22;39;"PM";"22:39:00"
"2240";22;40;"PM";"22:40:00"
"2241";22;41;"PM";"22:41:00"
"2242";22;42;"PM";"22:42:00"
"2243";22;43;"PM";"22:43:00"
"2244";22;44;"PM";"22:44:00"
"2245";22;45;"PM";"22:45:00"
"2246";22;46;"PM";"22:46:00"
"2247";22;47;"PM";"22:47:00"
"2248";22;48;"PM";"22:48:00"
"2249";22;49;"PM";"22:49:00"
"2250";22;50;"PM";"22:50:00"
"2251";22;51;"PM";"22:51:00"
"2252";22;52;"PM";"22:52:00"
"2253";22;53;"PM";"22:53:00"
"2254";22;54;"PM";"22:54:00"
"2255";22;55;"PM";"22:55:00"
"2256";22;56;"PM";"22:56:00"
"2257";22;57;"PM";"22:57:00"
"2258";22;58;"PM";"22:58:00"
"2259";22;59;"PM";"22:59:00"
"2300";23;0;"PM";"23:00:00"
"2301";23;1;"PM";"23:01:00"
"2302";23;2;"PM";"23:02:00"
"2303";23;3;"PM";"23:03:00"
"2304";23;4;"PM";"23:04:00"
"2305";23;5;"PM";"23:05:00"
"2306";23;6;"PM";"23:06:00"
"2307";23;7;"PM";"23:07:00"
"2308";23;8;"PM";"23:08:00"
"2309";23;9;"PM";"23:09:00"
"2310";23;10;"PM";"23:10:00"
"2311";23;11;"PM";"23:11:00"
"2312";23;12;"PM";"23:12:00"
"2313";23;13;"PM";"23:13:00"
"2314";23;14;"PM";"23:14:00"
"2315";23;15;"PM";"23:15:00"
"2316";23;16;"PM";"23:16:00"
"2317";23;17;"PM";"23:17:00"
"2318";23;18;"PM";"23:18:00"
"2319";23;19;"PM";"23:19:00"
"2320";23;20;"PM";"23:20:00"
"2321";23;21;"PM";"23:21:00"
"2322";23;22;"PM";"23:22:00"
"2323";23;23;"PM";"23:23:00"
"2324";23;24;"PM";"23:24:00"
"2325";23;25;"PM";"23:25:00"
"2326";23;26;"PM";"23:26:00"
"2327";23;27;"PM";"23:27:00"
"2328";23;28;"PM";"23:28:00"
"2329";23;29;"PM";"23:29:00"
"2330";23;30;"PM";"23:30:00"
"2331";23;31;"PM";"23:31:00"
"2332";23;32;"PM";"23:32:00"
"2333";23;33;"PM";"23:33:00"
"2334";23;34;"PM";"23:34:00"
"2335";23;35;"PM";"23:35:00"
"2336";23;36;"PM";"23:36:00"
"2337";23;37;"PM";"23:37:00"
"2338";23;38;"PM";"23:38:00"
"2339";23;39;"PM";"23:39:00"
"2340";23;40;"PM";"23:40:00"
"2341";23;41;"PM";"23:41:00"
"2342";23;42;"PM";"23:42:00"
"2343";23;43;"PM";"23:43:00"
"2344";23;44;"PM";"23:44:00"
"2345";23;45;"PM";"23:45:00"
"2346";23;46;"PM";"23:46:00"
"2347";23;47;"PM";"23:47:00"
"2348";23;48;"PM";"23:48:00"
"2349";23;49;"PM";"23:49:00"
"2350";23;50;"PM";"23:50:00"
"2351";23;51;"PM";"23:51:00"
"2352";23;52;"PM";"23:52:00"
"2353";23;53;"PM";"23:53:00"
"2354";23;54;"PM";"23:54:00"
"2355";23;55;"PM";"23:55:00"
"2356";23;56;"PM";"23:56:00"
"2357";23;57;"PM";"23:57:00"
"2358";23;58;"PM";"23:58:00"
"2359";23;59;"PM";"23:59:00"
